match_id,season,match_date,event_name,team1,team2,toss_winner,toss_decision,winner,ground,h2h,h2h_team1_wins,h2h_team1_wins%,h2h_venue,h2h_venue_team1_wins,h2h_venue_team1_wins%,team1_venue,team2_venue,team1_venue_wins,team2_venue_wins,team1_venue_wins%,team2_venue_wins%,team1_last_5_wins,team2_last_5_wins
1179273,2019,2019-04-12,United Arab Emirates tour of Zimbabwe,Zimbabwe,United Arab Emirates,Zimbabwe,field,Zimbabwe,"Harare Sports Club, Harare",5,4,80,4,3,75,93,4,3,1,3,25,2,4
1179272,2019,2019-04-10,United Arab Emirates tour of Zimbabwe,Zimbabwe,United Arab Emirates,Zimbabwe,field,Zimbabwe,"Harare Sports Club, Harare",5,4,80,4,3,75,93,4,3,1,3,25,1,4
1174242,2019,2019-03-31,Australia tour of United Arab Emirates,Pakistan,Australia,Pakistan,field,Australia,"Dubai International Cricket Stadium, Dubai",39,8,21,5,1,20,12,5,1,4,8,80,5,5
1174241,2019,2019-03-29,Australia tour of United Arab Emirates,Pakistan,Australia,Pakistan,field,Australia,"Dubai International Cricket Stadium, Dubai",39,8,21,5,1,20,12,5,1,4,8,80,5,5
1174240,2019,2019-03-27,Australia tour of United Arab Emirates,Pakistan,Australia,Australia,bat,Australia,"Sheikh Zayed Stadium, Abu Dhabi",39,8,21,6,2,33,21,6,2,4,9,66,5,5
1174239,2019,2019-03-24,Australia tour of United Arab Emirates,Pakistan,Australia,Pakistan,bat,Australia,"Sharjah Cricket Association Stadium, Sharjah",39,8,21,5,0,0,10,5,0,5,0,100,4,5
1174238,2019,2019-03-22,Australia tour of United Arab Emirates,Pakistan,Australia,Pakistan,bat,Australia,"Sharjah Cricket Association Stadium, Sharjah",39,8,21,5,0,0,10,5,0,5,0,100,3,5
1144171,2019,2019-03-16,Sri Lanka tour of South Africa,Sri Lanka,South Africa,Sri Lanka,bat,South Africa,"Newlands, Cape Town",44,16,36,2,0,0,2,5,0,2,0,40,3,4
1168246,2019,2019-03-13,Australia tour of India,India,Australia,Australia,bat,Australia,"Arun Jaitley Stadium, Delhi",75,32,43,1,0,0,2,2,0,1,0,50,3,4
1144170,2019,2019-03-13,Sri Lanka tour of South Africa,Sri Lanka,South Africa,South Africa,field,South Africa,"St George'S Park, Port Elizabeth, Gqeberha",44,16,36,2,0,0,3,5,0,2,0,40,3,4
1168245,2019,2019-03-10,Australia tour of India,India,Australia,India,bat,Australia,"Punjab Cricket Association Stadium, Mohali, Chandigarh",75,32,43,5,1,20,7,6,1,4,14,66,2,3
1168119,2019,2019-03-10,Ireland tour of India,Ireland,Afghanistan,Ireland,field,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",28,10,36,4,2,50,4,4,2,2,50,50,3,2
1144169,2019,2019-03-10,Sri Lanka tour of South Africa,Sri Lanka,South Africa,Sri Lanka,field,South Africa,"Kingsmead, Durban",44,16,36,2,0,0,2,5,0,2,0,40,3,4
1168244,2019,2019-03-08,Australia tour of India,India,Australia,India,field,Australia,"Jsca International Stadium Complex, Ranchi",75,32,43,1,0,0,2,1,0,1,0,100,2,2
1168118,2019,2019-03-08,Ireland tour of India,Ireland,Afghanistan,Ireland,field,Afghanistan,"Rajiv Gandhi International Cricket Stadium, Dehradun",28,10,36,4,2,50,4,4,2,2,50,50,3,2
1144168,2019,2019-03-06,Sri Lanka tour of South Africa,Sri Lanka,South Africa,Sri Lanka,field,South Africa,"Supersport Park, Centurion",44,16,36,3,1,33,4,7,1,2,25,28,3,5
1168243,2019,2019-03-05,Australia tour of India,India,Australia,Australia,field,India,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",75,32,43,5,4,80,5,6,4,1,80,16,2,1
1168117,2019,2019-03-05,Ireland tour of India,Ireland,Afghanistan,Afghanistan,bat,Ireland,"Rajiv Gandhi International Cricket Stadium, Dehradun",28,10,36,4,2,50,4,4,2,2,50,50,2,3
1144167,2019,2019-03-03,Sri Lanka tour of South Africa,Sri Lanka,South Africa,South Africa,field,South Africa,"The Wanderers Stadium, Johannesburg",44,16,36,1,0,0,1,2,0,1,0,50,4,4
1168242,2019,2019-03-02,Australia tour of India,India,Australia,Australia,bat,India,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",75,32,43,3,1,33,4,3,1,2,25,66,2,1
1158070,2019,2019-03-02,England tour of West Indies,West Indies,England,West Indies,field,West Indies,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia",38,13,34,2,2,100,5,2,2,0,40,0,3,3
1168115,2019,2019-02-28,Ireland tour of India,Ireland,Afghanistan,Ireland,bat,Afghanistan,"Rajiv Gandhi International Cricket Stadium, Dehradun",28,10,36,4,2,50,4,4,2,2,50,50,2,3
