match_id,season,event_name,event,match_date,team1,team2,toss_winner,toss_decision,winner,h2h_team1_wins%,h2h_venue_team1_wins%,team1_venue_wins%,team2_venue_wins%,team1_last_5_wins,team2_last_5_wins,ground
1305423,2022,Cricket Ireland Inter-Provincial Limited Over Cup,Cricket Ireland Inter-Provincial Limited Over Cup,2022-05-05,Northern Knights,Munster Reds,Munster Reds,field,Munster Reds,43,50,14,50,1,3,"Civil Service Cricket Club, Stormont, Belfast"
1305422,2022,Cricket Ireland Inter-Provincial Limited Over Cup,Cricket Ireland Inter-Provincial Limited Over Cup,2022-05-03,North-West Warriors,Leinster Lightning,Leinster Lightning,field,Leinster Lightning,0,0,0,27,3,4,"Pembroke Cricket Club, Sandymount, Dublin"
1298032,2022,Royal London One-Day Cup,ODM,2022-08-30,Sussex,Lancashire,Lancashire,bat,Lancashire,0,0,0,100,1,3,"County Ground, Hove, Brighton"
1298031,2022,Royal London One-Day Cup,ODM,2022-08-30,Kent,Hampshire,Kent,field,Kent,45,100,100,0,3,4,"The Rose Bowl, Southampton"
1298030,2022,Royal London One-Day Cup,ODM,2022-08-26,Leicestershire,Kent,Leicestershire,field,Kent,50,0,0,100,5,3,"Grace Road, Leicester"
1298029,2022,Royal London One-Day Cup,ODM,2022-08-26,Nottinghamshire,Lancashire,Lancashire,field,Lancashire,67,0,0,33,2,3,"Stanley Park, Blackpool"
1298028,2022,Royal London One-Day Cup,ODM,2022-08-23,Yorkshire,Hampshire,Yorkshire,field,Hampshire,25,0,0,100,3,3,"North Marine Road Ground, Scarborough"
1298027,2022,Royal London One-Day Cup,ODM,2022-08-23,Worcestershire,Glamorgan,Worcestershire,field,Glamorgan,50,50,2,50,2,2,"County Ground, New Road, Worcester"
1298026,2022,Royal London One-Day Cup,ODM,2022-08-23,Warwickshire,Somerset,Somerset,bat,Somerset,60,0,0,100,3,4,"Mitchells And Butlers' Ground, Birmingham"
1298025,2022,Royal London One-Day Cup,ODM,2022-08-23,Sussex,Middlesex,Middlesex,field,Sussex,57,50,9,50,2,2,"County Ground, Hove, Brighton"
1298024,2022,Royal London One-Day Cup,ODM,2022-08-23,Surrey,Nottinghamshire,Nottinghamshire,field,Nottinghamshire,50,0,0,100,1,2,"Welbeck Abbey Cricket Ground, Welbeck"
1298023,2022,Royal London One-Day Cup,ODM,2022-08-23,Northamptonshire,Derbyshire,Northamptonshire,bat,Derbyshire,20,28,9,71,3,2,"County Ground, Northampton"
1298022,2022,Royal London One-Day Cup,ODM,2022-08-23,Leicestershire,Durham,Leicestershire,field,Leicestershire,33,50,14,50,5,0,"Grace Road, Leicester"
1298021,2022,Royal London One-Day Cup,ODM,2022-08-23,Lancashire,Kent,Kent,field,Kent,50,50,50,6,3,4,"St Lawrence Ground, Canterbury"
1298020,2022,Royal London One-Day Cup,ODM,2022-08-21,Warwickshire,Durham,Durham,field,Warwickshire,25,100,25,0,3,0,"Mitchells And Butlers' Ground, Birmingham"
1298019,2022,Royal London One-Day Cup,ODM,2022-08-21,Middlesex,Gloucestershire,Middlesex,bat,Gloucestershire,60,0,0,100,1,3,"Radlett Cricket Club, Radlett"
1298018,2022,Royal London One-Day Cup,ODM,2022-08-21,Hampshire,Essex,Essex,bat,Hampshire,33,50,27,50,4,3,"The Rose Bowl, Southampton"
1298017,2022,Royal London One-Day Cup,ODM,2022-08-21,Yorkshire,Derbyshire,Yorkshire,field,Yorkshire,100,100,100,0,2,2,"Queen'S Park, Chesterfield"
1298016,2022,Royal London One-Day Cup,ODM,2022-08-20,Nottinghamshire,Leicestershire,Leicestershire,field,Nottinghamshire,75,60,60,9,3,5,"Grace Road, Leicester"
1298015,2022,Royal London One-Day Cup,ODM,2022-08-19,Worcestershire,Essex,Worcestershire,field,Worcestershire,67,50,2,50,1,3,"County Ground, New Road, Worcester"
1298014,2022,Royal London One-Day Cup,ODM,2022-08-19,Surrey,Gloucestershire,Surrey,bat,Gloucestershire,50,60,12,40,1,4,"Kennington Oval, London"
1298013,2022,Royal London One-Day Cup,ODM,2022-08-19,Sussex,Somerset,Somerset,field,Sussex,57,100,100,0,3,3,"The Cooper Associates County Ground, Taunton"
1298012,2022,Royal London One-Day Cup,ODM,2022-08-19,Warwickshire,Middlesex,Warwickshire,field,Middlesex,50,0,0,16,2,2,"Radlett Cricket Club, Radlett"
1298011,2022,Royal London One-Day Cup,ODM,2022-08-19,Northamptonshire,Lancashire,Lancashire,field,Lancashire,57,0,0,33,3,3,"Stanley Park, Blackpool"
1298010,2022,Royal London One-Day Cup,ODM,2022-08-19,Yorkshire,Kent,Kent,field,Kent,33,50,50,6,3,5,"St Lawrence Ground, Canterbury"
1298009,2022,Royal London One-Day Cup,ODM,2022-08-19,Hampshire,Glamorgan,Glamorgan,field,Glamorgan,60,0,0,20,3,2,"The Gnoll, Neath"
1298008,2022,Royal London One-Day Cup,ODM,2022-08-17,Warwickshire,Nottinghamshire,Nottinghamshire,field,Warwickshire,22,100,25,0,3,1,"Mitchells And Butlers' Ground, Birmingham"
1298007,2022,Royal London One-Day Cup,ODM,2022-08-17,Surrey,Somerset,Somerset,field,Surrey,29,50,8,50,1,3,"Kennington Oval, London"
1298006,2022,Royal London One-Day Cup,ODM,2022-08-17,Worcestershire,Northamptonshire,Worcestershire,field,Worcestershire,62,75,75,6,0,0,"County Ground, Northampton"
1298005,2022,Royal London One-Day Cup,ODM,2022-08-17,Leicestershire,Gloucestershire,Leicestershire,field,Leicestershire,60,66,66,4,4,4,"County Ground, Bristol"
1298004,2022,Royal London One-Day Cup,ODM,2022-08-17,Lancashire,Glamorgan,Lancashire,field,Lancashire,100,100,100,0,3,1,"The Gnoll, Neath"
1298003,2022,Royal London One-Day Cup,ODM,2022-08-17,Yorkshire,Essex,Essex,bat,Essex,57,60,60,4,3,2,"County Ground, Chelmsford"
1298002,2022,Royal London One-Day Cup,ODM,2022-08-17,Sussex,Durham,Durham,bat,Sussex,67,100,100,0,4,1,"Riverside Ground, Chester-Le-Street"
1298000,2022,Royal London One-Day Cup,ODM,2022-08-14,Worcestershire,Derbyshire,Worcestershire,field,Derbyshire,62,33,2,66,0,2,"County Ground, New Road, Worcester"
1297999,2022,Royal London One-Day Cup,ODM,2022-08-14,Sussex,Surrey,Surrey,field,Sussex,83,100,12,0,4,1,"County Ground, Hove, Brighton"
1297998,2022,Royal London One-Day Cup,ODM,2022-08-14,Somerset,Middlesex,Middlesex,field,Middlesex,67,50,7,50,2,1,"The Cooper Associates County Ground, Taunton"
1297997,2022,Royal London One-Day Cup,ODM,2022-08-14,Nottinghamshire,Durham,Durham,bat,Nottinghamshire,43,100,33,0,4,1,"Gorse Lane, Grantham"
1297996,2022,Royal London One-Day Cup,ODM,2022-08-14,Warwickshire,Leicestershire,Leicestershire,bat,Leicestershire,57,25,25,13,3,5,"Grace Road, Leicester"
1297995,2022,Royal London One-Day Cup,ODM,2022-08-14,Northamptonshire,Kent,Northamptonshire,bat,Kent,50,50,50,6,2,5,"St Lawrence Ground, Canterbury"
1297994,2022,Royal London One-Day Cup,ODM,2022-08-14,Lancashire,Hampshire,Lancashire,bat,Hampshire,29,40,40,11,3,3,"The Rose Bowl, Southampton"
1297993,2022,Royal London One-Day Cup,ODM,2022-08-14,Glamorgan,Essex,Essex,bat,Essex,50,25,25,7,4,2,"County Ground, Chelmsford"
