Unnamed: 0,match_id,season,match_date,event_name,gender,match_type,team1,team2,toss_winner,toss_decision,winner,ground
11227,1163060,2018,2018-11-01,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Namibia,Lesotho,Namibia,bat,Namibia,"Botswana Cricket Association Oval 2, Gaborone"
11228,1163061,2018,2018-11-01,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Swaziland,Botswana,Swaziland,bat,Botswana,"Botswana Cricket Association Oval 1, Gaborone"
11230,1163062,2018,2018-11-01,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Malawi,Lesotho,Malawi,bat,Malawi,"Botswana Cricket Association Oval 2, Gaborone"
11232,1163058,2018,2018-10-30,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Botswana,Malawi,Botswana,bat,Botswana,"Botswana Cricket Association Oval 2, Gaborone"
11233,1163057,2018,2018-10-30,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Mozambique,Lesotho,Mozambique,bat,Mozambique,"Botswana Cricket Association Oval 1, Gaborone"
11234,1163055,2018,2018-10-30,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Botswana,St Helena,Botswana,bat,Botswana,"Botswana Cricket Association Oval 1, Gaborone"
11235,1163056,2018,2018-10-30,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Swaziland,Malawi,Swaziland,bat,Malawi,"Botswana Cricket Association Oval 2, Gaborone"
11236,1163054,2018,2018-10-29,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Namibia,Mozambique,Namibia,bat,Namibia,"Botswana Cricket Association Oval 2, Gaborone"
11237,1163052,2018,2018-10-29,ICC World Twenty20 Africa Region Qualifier C,male,IT20,St Helena,Malawi,St Helena,bat,St Helena,"Botswana Cricket Association Oval 1, Gaborone"
11238,1163051,2018,2018-10-29,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Swaziland,Lesotho,Lesotho,field,Lesotho,"Botswana Cricket Association Oval 1, Gaborone"
11242,1163048,2018,2018-10-28,ICC World Twenty20 Africa Region Qualifier C,male,IT20,Swaziland,Namibia,Namibia,field,Namibia,"Botswana Cricket Association Oval 2, Gaborone"
11271,1160964,2018,2018-10-12,ICC World Twenty20 Asia Region Qualifier B,male,IT20,China,Malaysia,Malaysia,field,Malaysia,"UKM-YSD Cricket Oval, Bangi"
11272,1160965,2018,2018-10-12,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Singapore,Nepal,Nepal,field,no result,"Bayuemas Oval, Kuala Lumpur"
11276,1160962,2018,2018-10-10,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Thailand,Myanmar,Myanmar,field,Thailand,"Bayuemas Oval, Kuala Lumpur"
11278,1160960,2018,2018-10-10,ICC World Twenty20 Asia Region Qualifier B,male,IT20,China,Nepal,Nepal,field,Nepal,"Bayuemas Oval, Kuala Lumpur"
11279,1160961,2018,2018-10-10,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Singapore,Bhutan,Bhutan,field,Singapore,"UKM-YSD Cricket Oval, Bangi"
11280,1160957,2018,2018-10-09,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Thailand,Singapore,Thailand,bat,Singapore,"Bayuemas Oval, Kuala Lumpur"
11281,1160958,2018,2018-10-09,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Nepal,Bhutan,Bhutan,field,Nepal,"UKM-YSD Cricket Oval, Bangi"
11282,1160959,2018,2018-10-09,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Myanmar,Malaysia,Malaysia,field,Malaysia,"Bayuemas Oval, Kuala Lumpur"
11284,1160954,2018,2018-10-07,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Singapore,Malaysia,Singapore,bat,Singapore,"Bayuemas Oval, Kuala Lumpur"
11285,1160956,2018,2018-10-07,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Nepal,Thailand,Thailand,field,Nepal,"Bayuemas Oval, Kuala Lumpur"
11286,1160951,2018,2018-10-06,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Malaysia,Nepal,Malaysia,bat,Nepal,"Bayuemas Oval, Kuala Lumpur"
11287,1160952,2018,2018-10-06,ICC World Twenty20 Asia Region Qualifier B,male,IT20,China,Singapore,Singapore,field,Singapore,"UKM-YSD Cricket Oval, Bangi"
11293,1160950,2018,2018-10-04,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Myanmar,Singapore,Myanmar,bat,Singapore,"Bayuemas Oval, Kuala Lumpur"
11294,1160949,2018,2018-10-04,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Malaysia,Thailand,Thailand,field,no result,"UKM-YSD Cricket Oval, Bangi"
11295,1160948,2018,2018-10-04,ICC World Twenty20 Asia Region Qualifier B,male,IT20,China,Bhutan,China,bat,Bhutan,"Bayuemas Oval, Kuala Lumpur"
11297,1160947,2018,2018-10-03,ICC World Twenty20 Asia Region Qualifier B,male,IT20,Myanmar,Nepal,Myanmar,bat,Nepal,"Bayuemas Oval, Kuala Lumpur"
11298,1160946,2018,2018-10-03,ICC World Twenty20 Asia Region Qualifier B,male,IT20,China,Thailand,China,bat,Thailand,"UKM-YSD Cricket Oval, Bangi"
11305,1157700,2018,2018-09-26,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Belize,United States of America,Belize,bat,United States of America,"Church Street Park, Morrisville"
11310,1157701,2018,2018-09-26,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Panama,Canada,Panama,bat,Canada,"Church Street Park, Morrisville"
11313,1157699,2018,2018-09-25,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Canada,United States of America,Canada,bat,United States of America,"Church Street Park, Morrisville"
11315,1157698,2018,2018-09-25,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Panama,Belize,Panama,bat,Panama,"Church Street Park, Morrisville"
11317,1157696,2018,2018-09-23,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Belize,Canada,Canada,field,Canada,"Church Street Park, Morrisville"
11319,1157697,2018,2018-09-23,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Panama,United States of America,Panama,bat,United States of America,"Church Street Park, Morrisville"
11322,1157692,2018,2018-09-21,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Panama,Canada,Panama,bat,Canada,"Church Street Park, Morrisville"
11323,1157693,2018,2018-09-21,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,United States of America,Belize,United States of America,bat,United States of America,"Church Street Park, Morrisville"
11332,1157690,2018,2018-09-20,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Panama,United States of America,Panama,bat,United States of America,"Church Street Park, Morrisville"
11334,1157691,2018,2018-09-19,ICC World Twenty20 Americas Sub Regional Qualifier A,male,IT20,Belize,Canada,Belize,bat,Canada,"Church Street Park, Morrisville"
11342,1159091,2018,2018-09-15,East Asia Cup,male,IT20,China,Japan,China,bat,Japan,"Mission Road Ground, Mong Kok, Hong Kong, Mong Kok"
11346,1159089,2018,2018-09-14,East Asia Cup,male,IT20,Japan,South Korea,South Korea,field,Japan,"Hong Kong Cricket Club, Wong Nai Chung Gap"
11350,1159087,2018,2018-09-13,East Asia Cup,male,IT20,China,South Korea,China,bat,South Korea,"Mission Road Ground, Mong Kok, Hong Kong, Mong Kok"
11378,1155317,2018,2018-09-02,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Cyprus,Portugal,Cyprus,bat,Portugal,"Sportpark Het Schootsveld, Deventer"
11379,1156663,2018,2018-09-02,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Jersey,Finland,Jersey,bat,Jersey,"Sportpark Thurlede, Schiedam"
11380,1156678,2018,2018-09-02,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Norway,Israel,Israel,field,Norway,"VRA Cricket Ground, Amstelveen"
11382,1155316,2018,2018-09-02,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Denmark,France,Denmark,bat,Denmark,"Sportpark Het Schootsveld 2, Deventer"
11383,1155315,2018,2018-09-02,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Austria,Germany,Austria,bat,Austria,"Sportpark Het Schootsveld, Deventer"
11386,1156659,2018,2018-09-01,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Belgium,Italy,Belgium,bat,Italy,"Sportpark Thurlede, Schiedam"
11388,1155313,2018,2018-09-01,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Portugal,Denmark,Portugal,bat,Denmark,"Sportpark Het Schootsveld, Deventer"
11389,1156660,2018,2018-09-01,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Finland,Spain,Spain,field,Finland,"Hazelaarweg, Rotterdam"
11391,1156676,2018,2018-09-01,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Israel,Czech Republic,Czech Republic,field,Czech Republic,"VRA Cricket Ground, Amstelveen"
11392,1156675,2018,2018-09-01,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Guernsey,Norway,Guernsey,bat,Norway,"Sportpark Westvliet, Voorburg, The Hague"
11395,1157845,2018,2018-08-31,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Israel,Gibraltar,Gibraltar,field,Israel,"Hazelaarweg, Rotterdam"
11396,1157844,2018,2018-08-31,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Jersey,Italy,Italy,field,Italy,"Sportpark Westvliet, Voorburg, The Hague"
11398,1157847,2018,2018-08-31,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Norway,Sweden,Sweden,field,Norway,"Sportpark Thurlede, Schiedam"
11402,1156656,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Italy,Finland,Italy,bat,Italy,"Sportpark Westvliet, Voorburg, The Hague"
11403,1156655,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Spain,Jersey,Spain,bat,Jersey,"VRA Cricket Ground, Amstelveen"
11405,1155308,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier A,male,IT20,France,Portugal,Portugal,field,France,"Sportpark Maarschalkerweerd, Utrecht"
11406,1155310,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Germany,France,France,field,Germany,"Sportpark Maarschalkerweerd, Utrecht"
11407,1156670,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Israel,Guernsey,Guernsey,field,Guernsey,"Sportpark Thurlede, Schiedam"
11408,1156657,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Jersey,Isle of Man,Jersey,bat,Jersey,"VRA Cricket Ground, Amstelveen"
11409,1156672,2018,2018-08-30,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Sweden,Israel,Israel,field,Sweden,"Sportpark Thurlede, Schiedam"
11411,1156665,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Gibraltar,Guernsey,Guernsey,field,Guernsey,"Hazelaarweg, Rotterdam"
11412,1156653,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Isle of Man,Finland,Finland,field,Isle of Man,"VRA Cricket Ground, Amstelveen"
11413,1156651,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Isle of Man,Belgium,Isle of Man,bat,Belgium,"VRA Cricket Ground, Amstelveen"
11414,1156650,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier B,male,IT20,Italy,Spain,Spain,field,Italy,"Sportpark Westvliet, Voorburg, The Hague"
11416,1155306,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Germany,Denmark,Germany,bat,Denmark,"Sportpark Maarschalkerweerd, Utrecht"
11417,1155304,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier A,male,IT20,Germany,Cyprus,Cyprus,field,Germany,"Sportpark Maarschalkerweerd, Utrecht"
11418,1155283,2018,2018-08-29,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Fiji,Samoa,Samoa,field,Samoa,"Albert Park 2, Suva"
11419,1155282,2018,2018-08-29,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Papua New Guinea,Vanuatu,Vanuatu,bat,Papua New Guinea,"Albert Park 1, Suva"
11420,1156668,2018,2018-08-29,ICC World Twenty20 Europe Region Qualifier C,male,IT20,Norway,Sweden,Norway,bat,no result,"Sportpark Thurlede, Schiedam"
11421,1155281,2018,2018-08-28,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Fiji,Papua New Guinea,Fiji,bat,Papua New Guinea,"Albert Park 2, Suva"
11423,1155279,2018,2018-08-28,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Vanuatu,Fiji,Fiji,field,Vanuatu,"Albert Park 2, Suva"
11424,1155280,2018,2018-08-28,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Samoa,Vanuatu,Samoa,bat,Vanuatu,"Albert Park 1, Suva"
11425,1155277,2018,2018-08-27,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Papua New Guinea,Vanuatu,Vanuatu,field,Papua New Guinea,"Albert Park 2, Suva"
11430,1155276,2018,2018-08-26,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Fiji,Samoa,Samoa,field,Fiji,"Albert Park 1, Suva"
11435,1155275,2018,2018-08-25,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Samoa,Vanuatu,Vanuatu,field,Samoa,"Albert Park 2, Suva"
11436,1155274,2018,2018-08-25,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Fiji,Papua New Guinea,Fiji,field,Papua New Guinea,"Albert Park 1, Suva"
11437,1155273,2018,2018-08-25,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Papua New Guinea,Samoa,Papua New Guinea,bat,Papua New Guinea,"Albert Park 2, Suva"
11438,1155272,2018,2018-08-25,ICC World Twenty20 East Asia-Pacific Region Qualifier A,male,IT20,Fiji,Vanuatu,Fiji,field,Fiji,"Albert Park 1, Suva"
11626,1151254,2018,2018-07-14,ICC World Twenty20 Africa Region Qualifier B,male,IT20,Kenya,Uganda,Uganda,field,Uganda,"Gahanga International Cricket Stadium, Rwanda, Kigali City"
11631,1151253,2018,2018-07-14,ICC World Twenty20 Africa Region Qualifier B,male,IT20,Tanzania,Rwanda,Tanzania,bat,Tanzania,"Gahanga International Cricket Stadium, Rwanda, Kigali City"
11642,1151252,2018,2018-07-13,ICC World Twenty20 Africa Region Qualifier B,male,IT20,Uganda,Rwanda,Uganda,bat,Uganda,"Gahanga International Cricket Stadium, Rwanda, Kigali City"
11643,1151251,2018,2018-07-13,ICC World Twenty20 Africa Region Qualifier B,male,IT20,Kenya,Tanzania,Kenya,bat,Kenya,"Gahanga International Cricket Stadium, Rwanda, Kigali City"
11651,1151249,2018,2018-07-11,ICC World Twenty20 Africa Region Qualifier B,male,IT20,Uganda,Tanzania,Uganda,bat,Tanzania,"Gahanga International Cricket Stadium, Rwanda, Kigali City"
11653,1151250,2018,2018-07-11,ICC World Twenty20 Africa Region Qualifier B,male,IT20,Rwanda,Kenya,Rwanda,bat,Kenya,"Gahanga International Cricket Stadium, Rwanda, Kigali City"
