,match_id,season,match_date,event_name,gender,match_type,team1,team2,toss_winner,toss_decision,winner,ground
2078,1379760,2023,2023-07-08,New Zealand Women tour of Sri Lanka,female,T20,Sri Lanka,New Zealand,New Zealand,field,New Zealand,"P Sara Oval, Colombo"
2079,1378196,2023,2023-07-08,Ireland Women tour of West Indies,female,T20,Ireland,West Indies,Ireland,bat,West Indies,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia"
2080,1347428,2023,2023-07-07,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,South East Stars,Central Sparks,bat,Central Sparks,"Woodbridge Road, Guildford"
2081,1347429,2023,2023-07-07,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,Thunder,Southern Vipers,bat,tie,"Trafalgar Road Ground, Southport"
2084,1384544,2023,2023-07-07,Thailand Women tour of Netherlands,female,ODI,Thailand,Netherlands,Netherlands,field,Thailand,"VRA Cricket Ground, Amstelveen"
2086,1347427,2023,2023-07-07,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,The Blaze,Northern Diamonds,bat,The Blaze,"Queen's Park, Chesterfield"
2088,1378195,2023,2023-07-06,Ireland Women tour of West Indies,female,T20,Ireland,West Indies,Ireland,bat,West Indies,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia"
2093,1336075,2023,2023-07-05,Women's Ashes,female,T20,England,Australia,Australia,field,England,"Kennington Oval, London"
2095,1378194,2023,2023-07-04,Ireland Women tour of West Indies,female,T20,Ireland,West Indies,West Indies,field,West Indies,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia"
2098,1379759,2023,2023-07-03,ICC Women's Championship,female,ODI,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,"Galle International Stadium, Galle"
2099,1384542,2023,2023-07-03,Thailand Women tour of Netherlands,female,ODI,Netherlands,Thailand,Thailand,field,Netherlands,"VRA Cricket Ground, Amstelveen"
2102,1347423,2023,2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,Western Storm,Western Storm,field,The Blaze,"County Ground, Bristol"
2103,1347425,2023,2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,Southern Vipers,Sunrisers,bat,Sunrisers,"County Ground, Chelmsford"
2104,1347426,2023,2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,Northern Diamonds,South East Stars,bat,Northern Diamonds,"Kent County Cricket Ground, Beckenham"
2113,1347424,2023,2023-07-02,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,Thunder,Thunder,field,Central Sparks,"County Ground, New Road, Worcester"
2116,1378193,2023,2023-07-01,Ireland Women tour of West Indies,female,ODI,Ireland,West Indies,Ireland,bat,West Indies,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia"
2118,1336074,2023,2023-07-01,Women's Ashes,female,T20,England,Australia,Australia,field,Australia,"Edgbaston Foundation Community Sports Ground, Birmingham"
2120,1379758,2023,2023-06-30,ICC Women's Championship,female,ODI,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,"Galle International Stadium, Galle"
2136,1378192,2023,2023-06-28,Ireland Women tour of West Indies,female,ODI,Ireland,West Indies,West Indies,field,no result,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia"
2145,1379757,2023,2023-06-27,ICC Women's Championship,female,ODI,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,"Galle International Stadium, Galle"
2146,1336073,2023,2023-06-26,Women's Ashes,female,Test,Australia,England,Australia,bat,Australia,"Trent Bridge, Nottingham"
2149,1378191,2023,2023-06-26,Ireland Women tour of West Indies,female,ODI,West Indies,Ireland,West Indies,bat,West Indies,"Darren Sammy National Cricket Stadium, Gros Islet, St Lucia"
2223,1379695,2023,2023-06-14,Asian Cricket Council Women's Emerging Teams Cup,female,T20,Malaysia,United Arab Emirates,United Arab Emirates,field,United Arab Emirates,"Mission Road Ground, Mong Kok, Hong Kong, Mong Kok"
2237,1347490,2023,2023-06-11,Charlotte Edwards Cup,female,T20,The Blaze,Southern Vipers,The Blaze,bat,Southern Vipers,"County Ground, New Road, Worcester"
2244,1347489,2023,2023-06-10,Charlotte Edwards Cup,female,T20,Southern Vipers,Thunder,Thunder,field,Southern Vipers,"County Ground, New Road, Worcester"
2258,1347487,2023,2023-06-07,Charlotte Edwards Cup,female,T20,Sunrisers,Southern Vipers,Southern Vipers,field,Southern Vipers,"County Ground, Hove, Brighton"
2259,1347488,2023,2023-06-07,Charlotte Edwards Cup,female,T20,Northern Diamonds,Thunder,Northern Diamonds,bat,Thunder,"Stanley Park, Blackpool"
2261,1347486,2023,2023-06-07,Charlotte Edwards Cup,female,T20,South East Stars,Central Sparks,Central Sparks,field,South East Stars,"St Lawrence Ground, Canterbury"
2262,1347485,2023,2023-06-07,Charlotte Edwards Cup,female,T20,Western Storm,The Blaze,The Blaze,field,The Blaze,"Sophia Gardens, Cardiff"
2280,1376125,2023,2023-06-04,Nepal Women tour of Malaysia,female,T20,Malaysia,Nepal,Nepal,field,Nepal,"YSD-UKM Cricket Oval, Bangi"
2284,1347484,2023,2023-06-04,Charlotte Edwards Cup,female,T20,Thunder,South East Stars,Thunder,bat,Thunder,"Stanley Park, Blackpool"
2285,1347483,2023,2023-06-04,Charlotte Edwards Cup,female,T20,The Blaze,Sunrisers,The Blaze,bat,The Blaze,"Trent Bridge, Nottingham"
2286,1347482,2023,2023-06-04,Charlotte Edwards Cup,female,T20,Central Sparks,Western Storm,Central Sparks,bat,Western Storm,"County Ground, Bristol"
2287,1347481,2023,2023-06-04,Charlotte Edwards Cup,female,T20,Southern Vipers,Northern Diamonds,Southern Vipers,bat,Southern Vipers,"Headingley, Leeds"
2294,1347480,2023,2023-06-03,Charlotte Edwards Cup,female,T20,Central Sparks,Southern Vipers,Central Sparks,bat,Central Sparks,"Edgbaston Foundation Community Sports Ground, Birmingham"
2296,1376124,2023,2023-06-03,Nepal Women tour of Malaysia,female,T20,Nepal,Malaysia,Nepal,bat,Malaysia,"YSD-UKM Cricket Oval, Bangi"
2297,1378018,2023,2023-06-02,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Italy,Turkey,Turkey,field,Italy,"Grainville, St Saviour, Jersey, St Saviour"
2305,1378020,2023,2023-06-02,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,France,Germany,France,bat,France,"Grainville, St Saviour, Jersey, St Saviour"
2306,1378019,2023,2023-06-02,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Jersey,Sweden,Sweden,field,Jersey,"FB Fields, St Clement"
2309,1347479,2023,2023-06-02,Charlotte Edwards Cup,female,T20,Northern Diamonds,The Blaze,Northern Diamonds,bat,The Blaze,"Riverside Ground, Chester-le-Street"
2310,1376123,2023,2023-06-01,Nepal Women tour of Malaysia,female,T20,Nepal,Malaysia,Malaysia,field,Nepal,"YSD-UKM Cricket Oval, Bangi"
2314,1378017,2023,2023-06-01,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,France,Jersey,France,bat,France,"FB Fields, St Clement"
2315,1378016,2023,2023-06-01,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Sweden,Germany,Germany,field,Germany,"Grainville, St Saviour, Jersey, St Saviour"
2316,1378015,2023,2023-06-01,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,France,Turkey,Turkey,field,France,"FB Fields, St Clement"
2317,1378014,2023,2023-06-01,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Germany,Italy,Italy,field,Italy,"Grainville, St Saviour, Jersey, St Saviour"
2319,1347478,2023,2023-05-31,Charlotte Edwards Cup,female,T20,Sunrisers,Western Storm,Western Storm,field,Western Storm,"County Ground, Northampton"
2320,1347477,2023,2023-05-31,Charlotte Edwards Cup,female,T20,Thunder,Southern Vipers,Thunder,bat,Southern Vipers,"The Rose Bowl, Southampton"
2326,1376122,2023,2023-05-30,Nepal Women tour of Malaysia,female,T20,Malaysia,Nepal,Malaysia,bat,Nepal,"YSD-UKM Cricket Oval, Bangi"
2327,1378011,2023,2023-05-30,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,France,Sweden,Sweden,field,France,"FB Fields, St Clement"
2328,1378010,2023,2023-05-30,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Jersey,Germany,Germany,field,Germany,"Grainville, St Saviour, Jersey, St Saviour"
2329,1378012,2023,2023-05-30,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Turkey,Jersey,Jersey,field,Jersey,"Grainville, St Saviour, Jersey, St Saviour"
2331,1347475,2023,2023-05-29,Charlotte Edwards Cup,female,T20,Thunder,Central Sparks,Central Sparks,field,Thunder,"County Ground, New Road, Worcester"
2336,1378008,2023,2023-05-29,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,France,Italy,France,bat,Italy,"Grainville, St Saviour, Jersey, St Saviour"
2337,1378007,2023,2023-05-29,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Turkey,Sweden,Sweden,field,Sweden,"FB Fields, St Clement"
2338,1378006,2023,2023-05-29,ICC Women's T20 World Cup Europe Division 2 Qualifier,female,T20,Italy,Jersey,Italy,bat,Jersey,"Grainville, St Saviour, Jersey, St Saviour"
2339,1347476,2023,2023-05-29,Charlotte Edwards Cup,female,T20,Southern Vipers,The Blaze,The Blaze,field,The Blaze,"County Ground, Derby"
2340,1376121,2023,2023-05-29,Nepal Women tour of Malaysia,female,T20,Nepal,Malaysia,Malaysia,field,Malaysia,"YSD-UKM Cricket Oval, Bangi"
2343,1347474,2023,2023-05-28,Charlotte Edwards Cup,female,T20,Northern Diamonds,Sunrisers,Northern Diamonds,bat,Northern Diamonds,"Headingley, Leeds"
2344,1347473,2023,2023-05-28,Charlotte Edwards Cup,female,T20,South East Stars,Western Storm,Western Storm,field,South East Stars,"The Cooper Associates County Ground, Taunton"
2348,1347472,2023,2023-05-27,Charlotte Edwards Cup,female,T20,Sunrisers,Thunder,Sunrisers,bat,Thunder,"Old Trafford, Manchester"
2355,1347470,2023,2023-05-26,Charlotte Edwards Cup,female,T20,Western Storm,Southern Vipers,Western Storm,bat,Southern Vipers,"The Rose Bowl, Southampton"
2356,1347469,2023,2023-05-26,Charlotte Edwards Cup,female,T20,South East Stars,Northern Diamonds,Northern Diamonds,field,Northern Diamonds,"Kennington Oval, London"
2358,1347471,2023,2023-05-26,Charlotte Edwards Cup,female,T20,The Blaze,Central Sparks,Central Sparks,field,The Blaze,"Grace Road, Leicester"
2364,1347467,2023,2023-05-25,Charlotte Edwards Cup,female,T20,Thunder,The Blaze,The Blaze,field,The Blaze,"Old Trafford, Manchester"
2365,1347468,2023,2023-05-25,Charlotte Edwards Cup,female,T20,Sunrisers,South East Stars,Sunrisers,bat,South East Stars,"Lord's, London"
2371,1347465,2023,2023-05-23,Charlotte Edwards Cup,female,T20,South East Stars,Southern Vipers,Southern Vipers,field,Southern Vipers,"Enborne Lodge, Newbury"
2372,1347466,2023,2023-05-23,Charlotte Edwards Cup,female,T20,Northern Diamonds,Central Sparks,Central Sparks,field,Northern Diamonds,"Edgbaston Foundation Community Sports Ground, Birmingham"
2375,1347464,2023,2023-05-21,Charlotte Edwards Cup,female,T20,Thunder,Western Storm,Thunder,bat,Western Storm,"The Cooper Associates County Ground, Taunton"
2391,1347463,2023,2023-05-20,Charlotte Edwards Cup,female,T20,South East Stars,The Blaze,The Blaze,field,The Blaze,"Kent County Cricket Ground, Beckenham"
2392,1347462,2023,2023-05-19,Charlotte Edwards Cup,female,T20,Northern Diamonds,Western Storm,Western Storm,field,Northern Diamonds,"Headingley, Leeds"
2396,1347461,2023,2023-05-18,Charlotte Edwards Cup,female,T20,Central Sparks,Sunrisers,Sunrisers,field,Central Sparks,"County Ground, Chelmsford"
2422,1371606,2023,2023-05-12,Bangladesh Women tour of Sri Lanka,female,T20,Sri Lanka,Bangladesh,Sri Lanka,bat,Sri Lanka,"Sinhalese Sports Club Ground, Colombo"
2423,1371605,2023,2023-05-11,Bangladesh Women tour of Sri Lanka,female,T20,Bangladesh,Sri Lanka,Sri Lanka,field,Sri Lanka,"Sinhalese Sports Club Ground, Colombo"
2425,1347419,2023,2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,Sunrisers,Sunrisers,field,no result,"Rookwood, Sale"
2426,1347421,2023,2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,Central Sparks,Central Sparks,field,Central Sparks,"County Ground, Hove, Brighton"
2428,1347420,2023,2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,Northern Diamonds,Northern Diamonds,field,Northern Diamonds,"North Marine Road Ground, Scarborough"
2429,1347422,2023,2023-05-10,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,Western Storm,Western Storm,field,no result,"Grace Road, Leicester"
2430,1371604,2023,2023-05-09,Bangladesh Women tour of Sri Lanka,female,T20,Sri Lanka,Bangladesh,Sri Lanka,bat,Bangladesh,"Sinhalese Sports Club Ground, Colombo"
2448,1347417,2023,2023-05-06,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,The Blaze,The Blaze,field,The Blaze,"Riverside Ground, Chester-le-Street"
2449,1347416,2023,2023-05-06,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,Central Sparks,Central Sparks,field,tie,"Old Trafford, Manchester"
2453,1347415,2023,2023-05-05,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,Sunrisers,Sunrisers,field,South East Stars,"Radlett Cricket Club, Radlett"
2461,1368851,2023,2023-05-04,Bangladesh Women tour of Sri Lanka,female,ODI,Sri Lanka,Bangladesh,Sri Lanka,bat,Sri Lanka,"Sinhalese Sports Club Ground, Colombo"
2467,1370914,2023,2023-05-02,Women's T20 Quadrangular Series (in Namibia),female,T20,Uganda,Namibia,Uganda,bat,Uganda,"United Cricket Club Ground, Windhoek"
2468,1347413,2023,2023-05-01,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,Northern Diamonds,Sunrisers,bat,Northern Diamonds,"County Ground, Chelmsford"
2469,1347412,2023,2023-05-01,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,Southern Vipers,Southern Vipers,field,Southern Vipers,"Sir Paul Getty's Ground, Wormsley"
2470,1370912,2023,2023-05-01,Women's T20 Quadrangular Series (in Namibia),female,T20,Namibia,Uganda,Namibia,bat,Uganda,"United Cricket Club Ground, Windhoek"
2471,1370911,2023,2023-05-01,Women's T20 Quadrangular Series (in Namibia),female,T20,United Arab Emirates,Hong Kong,Hong Kong,field,United Arab Emirates,"United Cricket Club Ground, Windhoek"
2473,1347414,2023,2023-05-01,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,Western Storm,South East Stars,bat,South East Stars,"County Ground, Bristol"
2478,1370910,2023,2023-04-30,Women's T20 Quadrangular Series (in Namibia),female,T20,Namibia,United Arab Emirates,Namibia,bat,Namibia,"United Cricket Club Ground, Windhoek"
2482,1347410,2023,2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,South East Stars,Southern Vipers,bat,Southern Vipers,"Kent County Cricket Ground, Beckenham"
2483,1347409,2023,2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,The Blaze,Sunrisers,bat,The Blaze,"County Ground, Chelmsford"
2484,1347408,2023,2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,Western Storm,Thunder,bat,Western Storm,"Sophia Gardens, Cardiff"
2485,1347407,2023,2023-04-29,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,Central Sparks,Central Sparks,field,Central Sparks,"County Ground, New Road, Worcester"
2490,1368849,2023,2023-04-29,Bangladesh Women tour of Sri Lanka,female,ODI,Sri Lanka,Bangladesh,Sri Lanka,bat,no result,"P Sara Oval, Colombo"
2491,1370908,2023,2023-04-29,Women's T20 Quadrangular Series (in Namibia),female,T20,Namibia,Uganda,Uganda,field,Namibia,"United Cricket Club Ground, Windhoek"
2494,1365323,2023,2023-04-28,Zimbabwe Women tour of Thailand,female,T20,Zimbabwe,Thailand,Zimbabwe,bat,Thailand,"Terdthai Cricket Ground, Bangkok"
2496,1365322,2023,2023-04-27,Zimbabwe Women tour of Thailand,female,T20,Zimbabwe,Thailand,Zimbabwe,bat,Thailand,"Terdthai Cricket Ground, Bangkok"
2497,1370906,2023,2023-04-27,Women's T20 Quadrangular Series (in Namibia),female,T20,United Arab Emirates,Namibia,Namibia,field,Namibia,"United Cricket Club Ground, Windhoek"
2498,1370905,2023,2023-04-27,Women's T20 Quadrangular Series (in Namibia),female,T20,Hong Kong,Uganda,Hong Kong,bat,Uganda,"United Cricket Club Ground, Windhoek"
2501,1370904,2023,2023-04-26,Women's T20 Quadrangular Series (in Namibia),female,T20,United Arab Emirates,Hong Kong,Hong Kong,field,Hong Kong,"United Cricket Club Ground, Windhoek"
2502,1365321,2023,2023-04-25,Zimbabwe Women tour of Thailand,female,T20,Zimbabwe,Thailand,Zimbabwe,bat,Zimbabwe,"Terdthai Cricket Ground, Bangkok"
2504,1370903,2023,2023-04-25,Women's T20 Quadrangular Series (in Namibia),female,T20,Namibia,Hong Kong,Hong Kong,field,Namibia,"United Cricket Club Ground, Windhoek"
2505,1370902,2023,2023-04-25,Women's T20 Quadrangular Series (in Namibia),female,T20,United Arab Emirates,Uganda,Uganda,field,United Arab Emirates,"United Cricket Club Ground, Windhoek"
2516,1368832,2023,2023-04-23,Zimbabwe Women tour of Thailand,female,ODI,Zimbabwe,Thailand,Zimbabwe,bat,Thailand,"Terdthai Cricket Ground, Bangkok"
2520,1347403,2023,2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,Sunrisers,Southern Vipers,Sunrisers,bat,Sunrisers,"The Rose Bowl, Southampton"
2521,1347404,2023,2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,Thunder,South East Stars,bat,South East Stars,"Old Trafford, Manchester"
2522,1347405,2023,2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,Western Storm,Western Storm,field,Northern Diamonds,"Headingley, Leeds"
2523,1347406,2023,2023-04-22,Rachael Heyhoe Flint Trophy,female,ODM,The Blaze,Central Sparks,The Blaze,bat,The Blaze,"Trent Bridge, Nottingham"
2526,1368831,2023,2023-04-21,Zimbabwe Women tour of Thailand,female,ODI,Thailand,Zimbabwe,Zimbabwe,field,Thailand,"Terdthai Cricket Ground, Bangkok"
2530,1368830,2023,2023-04-19,Zimbabwe Women tour of Thailand,female,ODI,Thailand,Zimbabwe,Thailand,bat,Thailand,"Terdthai Cricket Ground, Bangkok"
2545,1366033,2023,2023-04-16,FairBreak Invitational Tournament,female,T20,Warriors,Falcons,Falcons,field,Warriors,"Kowloon Cricket Club, Kowloon"
2546,1366032,2023,2023-04-16,FairBreak Invitational Tournament,female,T20,Barmy Army,Spirit,Spirit,field,Barmy Army,"Kowloon Cricket Club, Kowloon"
2547,1366031,2023,2023-04-15,FairBreak Invitational Tournament,female,T20,Barmy Army,Falcons,Falcons,field,Falcons,"Kowloon Cricket Club, Kowloon"
2548,1366030,2023,2023-04-15,FairBreak Invitational Tournament,female,T20,Spirit,Warriors,Warriors,field,Warriors,"Kowloon Cricket Club, Kowloon"
2553,1366029,2023,2023-04-14,FairBreak Invitational Tournament,female,T20,Tornadoes,Sapphires,Sapphires,field,Tornadoes,"Kowloon Cricket Club, Kowloon"
2556,1366028,2023,2023-04-12,FairBreak Invitational Tournament,female,T20,Spirit,Falcons,Spirit,bat,Falcons,"Kowloon Cricket Club, Kowloon"
2557,1366027,2023,2023-04-12,FairBreak Invitational Tournament,female,T20,Barmy Army,Sapphires,Sapphires,field,Barmy Army,"Kowloon Cricket Club, Kowloon"
2559,1366025,2023,2023-04-11,FairBreak Invitational Tournament,female,T20,Sapphires,Falcons,Falcons,field,Falcons,"Kowloon Cricket Club, Kowloon"
2560,1366026,2023,2023-04-11,FairBreak Invitational Tournament,female,T20,Tornadoes,Spirit,Tornadoes,bat,Spirit,"Kowloon Cricket Club, Kowloon"
2566,1366023,2023,2023-04-09,FairBreak Invitational Tournament,female,T20,Sapphires,Tornadoes,Tornadoes,field,Sapphires,"Kowloon Cricket Club, Kowloon"
2567,1366024,2023,2023-04-09,FairBreak Invitational Tournament,female,T20,Barmy Army,Warriors,Warriors,field,Barmy Army,"Kowloon Cricket Club, Kowloon"
2579,1366022,2023,2023-04-08,FairBreak Invitational Tournament,female,T20,Warriors,Spirit,Spirit,field,Warriors,"Kowloon Cricket Club, Kowloon"
2580,1366021,2023,2023-04-08,FairBreak Invitational Tournament,female,T20,Tornadoes,Barmy Army,Barmy Army,field,Barmy Army,"Kowloon Cricket Club, Kowloon"
2586,1366020,2023,2023-04-07,FairBreak Invitational Tournament,female,T20,Falcons,Warriors,Falcons,bat,Warriors,"Kowloon Cricket Club, Kowloon"
2587,1366019,2023,2023-04-07,FairBreak Invitational Tournament,female,T20,Spirit,Sapphires,Sapphires,field,Spirit,"Kowloon Cricket Club, Kowloon"
2592,1366017,2023,2023-04-05,FairBreak Invitational Tournament,female,T20,Warriors,Tornadoes,Tornadoes,field,no result,"Kowloon Cricket Club, Kowloon"
2593,1366018,2023,2023-04-05,FairBreak Invitational Tournament,female,T20,Barmy Army,Falcons,Falcons,field,Barmy Army,"Kowloon Cricket Club, Kowloon"
2595,1366015,2023,2023-04-04,FairBreak Invitational Tournament,female,T20,Sapphires,Warriors,Warriors,field,Warriors,"Kowloon Cricket Club, Kowloon"
2597,1366016,2023,2023-04-04,FairBreak Invitational Tournament,female,T20,Barmy Army,Spirit,Spirit,field,Spirit,"Kowloon Cricket Club, Kowloon"
2601,1366014,2023,2023-04-03,FairBreak Invitational Tournament,female,T20,Falcons,Tornadoes,Tornadoes,field,Falcons,"Kowloon Cricket Club, Kowloon"
2622,1365310,2023,2023-03-27,Nigeria Cricket Federation Women's T20I Tournament,female,T20,Rwanda,Ghana,Ghana,field,Rwanda,"Tafawa Balewa Square Cricket Oval, Lagos"
2630,1358950,2023,2023-03-26,Women's Premier League,female,T20,DC,MI,DC,bat,MI,"Brabourne Stadium, Mumbai"
2635,1358949,2023,2023-03-24,Women's Premier League,female,T20,MI,UP Warriorz,UP Warriorz,field,MI,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2643,1358948,2023,2023-03-21,Women's Premier League,female,T20,UP Warriorz,DC,DC,field,DC,"Brabourne Stadium, Mumbai"
2644,1358947,2023,2023-03-21,Women's Premier League,female,T20,RCB,MI,MI,field,MI,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2646,1358946,2023,2023-03-20,Women's Premier League,female,T20,MI,DC,DC,field,DC,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2649,1358945,2023,2023-03-20,Women's Premier League,female,T20,Gujarat Giants,UP Warriorz,Gujarat Giants,bat,UP Warriorz,"Brabourne Stadium, Mumbai"
2654,1358944,2023,2023-03-18,Women's Premier League,female,T20,Gujarat Giants,RCB,Gujarat Giants,bat,RCB,"Brabourne Stadium, Mumbai"
2655,1358943,2023,2023-03-18,Women's Premier League,female,T20,MI,UP Warriorz,UP Warriorz,field,UP Warriorz,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2664,1358942,2023,2023-03-16,Women's Premier League,female,T20,Gujarat Giants,DC,DC,field,Gujarat Giants,"Brabourne Stadium, Mumbai"
2668,1358941,2023,2023-03-15,Women's Premier League,female,T20,UP Warriorz,RCB,RCB,field,RCB,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2670,1358940,2023,2023-03-14,Women's Premier League,female,T20,MI,Gujarat Giants,Gujarat Giants,field,MI,"Brabourne Stadium, Mumbai"
2674,1358939,2023,2023-03-13,Women's Premier League,female,T20,RCB,DC,DC,field,DC,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2676,1358938,2023,2023-03-12,Women's Premier League,female,T20,UP Warriorz,MI,UP Warriorz,bat,MI,"Brabourne Stadium, Mumbai"
2686,1358937,2023,2023-03-11,Women's Premier League,female,T20,Gujarat Giants,DC,Gujarat Giants,bat,DC,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2690,1358936,2023,2023-03-10,Women's Premier League,female,T20,RCB,UP Warriorz,RCB,bat,UP Warriorz,"Brabourne Stadium, Mumbai"
2696,1358935,2023,2023-03-09,Women's Premier League,female,T20,DC,MI,DC,bat,MI,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2703,1358934,2023,2023-03-08,Women's Premier League,female,T20,Gujarat Giants,RCB,Gujarat Giants,bat,Gujarat Giants,"Brabourne Stadium, Mumbai"
2706,1358933,2023,2023-03-07,Women's Premier League,female,T20,DC,UP Warriorz,UP Warriorz,field,DC,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2710,1358932,2023,2023-03-06,Women's Premier League,female,T20,RCB,MI,RCB,bat,MI,"Brabourne Stadium, Mumbai"
2711,1358931,2023,2023-03-05,Women's Premier League,female,T20,Gujarat Giants,UP Warriorz,Gujarat Giants,bat,UP Warriorz,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2714,1358930,2023,2023-03-05,Women's Premier League,female,T20,DC,RCB,RCB,field,DC,"Brabourne Stadium, Mumbai"
2716,1358929,2023,2023-03-04,Women's Premier League,female,T20,MI,Gujarat Giants,Gujarat Giants,field,MI,"Dr DY Patil Sports Academy, Mumbai, Navi Mumbai"
2745,1338062,2023,2023-02-26,ICC Women's T20 World Cup,female,T20,Australia,South Africa,Australia,bat,Australia,"Newlands, Cape Town"
2752,1338061,2023,2023-02-24,ICC Women's T20 World Cup,female,T20,South Africa,England,South Africa,bat,South Africa,"Newlands, Cape Town"
2757,1338060,2023,2023-02-23,ICC Women's T20 World Cup,female,T20,Australia,India,Australia,bat,Australia,"Newlands, Cape Town"
2765,1338058,2023,2023-02-21,ICC Women's T20 World Cup,female,T20,England,Pakistan,England,bat,England,"Newlands, Cape Town"
2766,1338059,2023,2023-02-21,ICC Women's T20 World Cup,female,T20,Bangladesh,South Africa,Bangladesh,bat,South Africa,"Newlands, Cape Town"
2769,1338057,2023,2023-02-20,ICC Women's T20 World Cup,female,T20,India,Ireland,India,bat,India,"St George's Park, Port Elizabeth, Gqeberha"
2772,1338056,2023,2023-02-19,ICC Women's T20 World Cup,female,T20,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,"Boland Bank Park, Paarl"
2773,1338055,2023,2023-02-19,ICC Women's T20 World Cup,female,T20,West Indies,Pakistan,West Indies,bat,West Indies,"Boland Bank Park, Paarl"
2780,1338054,2023,2023-02-18,ICC Women's T20 World Cup,female,T20,South Africa,Australia,Australia,field,Australia,"St George's Park, Port Elizabeth, Gqeberha"
2781,1338053,2023,2023-02-18,ICC Women's T20 World Cup,female,T20,England,India,India,field,England,"St George's Park, Port Elizabeth, Gqeberha"
2784,1338052,2023,2023-02-17,ICC Women's T20 World Cup,female,T20,Ireland,West Indies,Ireland,bat,West Indies,"Newlands, Cape Town"
2785,1338051,2023,2023-02-17,ICC Women's T20 World Cup,female,T20,New Zealand,Bangladesh,New Zealand,bat,New Zealand,"Newlands, Cape Town"
2788,1338050,2023,2023-02-16,ICC Women's T20 World Cup,female,T20,Sri Lanka,Australia,Australia,field,Australia,"St George's Park, Port Elizabeth, Gqeberha"
2792,1338049,2023,2023-02-15,ICC Women's T20 World Cup,female,T20,Pakistan,Ireland,Ireland,field,Pakistan,"Newlands, Cape Town"
2794,1338048,2023,2023-02-15,ICC Women's T20 World Cup,female,T20,West Indies,India,West Indies,bat,India,"Newlands, Cape Town"
