,match_id,season,match_date,event_name,gender,match_type,team1,team2,toss_winner,toss_decision,winner,ground
4749,1243928,2022,2022-03-22,ICC Women's World Cup,female,ODI,South Africa,Australia,Australia,field,Australia,"Basin Reserve, Wellington"
4750,1243929,2022,2022-03-22,ICC Women's World Cup,female,ODI,India,Bangladesh,India,bat,India,"Seddon Park, Hamilton"
4753,1306386,2022,2022-03-21,GCC Women's Twenty20 Championship Cup,female,T20,Qatar,Bahrain,Qatar,bat,Qatar,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat"
4754,1306388,2022,2022-03-21,GCC Women's Twenty20 Championship Cup,female,T20,United Arab Emirates,Kuwait,United Arab Emirates,bat,United Arab Emirates,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat"
4755,1243927,2022,2022-03-21,ICC Women's World Cup,female,ODI,West Indies,Pakistan,Pakistan,field,Pakistan,"Seddon Park, Hamilton"
4756,1306387,2022,2022-03-21,GCC Women's Twenty20 Championship Cup,female,T20,Oman,Saudi Arabia,Saudi Arabia,field,Oman,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat"
4757,1306384,2022,2022-03-20,GCC Women's Twenty20 Championship Cup,female,T20,Qatar,United Arab Emirates,Qatar,bat,United Arab Emirates,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat"
4758,1243926,2022,2022-03-20,ICC Women's World Cup,female,ODI,New Zealand,England,England,field,England,"Eden Park, Auckland"
4759,1306385,2022,2022-03-20,GCC Women's Twenty20 Championship Cup,female,T20,Saudi Arabia,Kuwait,Kuwait,field,Kuwait,"Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2), Al Amarat"
4763,1243925,2022,2022-03-19,ICC Women's World Cup,female,ODI,India,Australia,Australia,field,Australia,"Eden Park, Auckland"
4766,1243924,2022,2022-03-18,ICC Women's World Cup,female,ODI,West Indies,Bangladesh,Bangladesh,field,West Indies,"Bay Oval, Mount Maunganui"
4769,1243923,2022,2022-03-17,ICC Women's World Cup,female,ODI,New Zealand,South Africa,New Zealand,bat,South Africa,"Seddon Park, Hamilton"
4770,1243922,2022,2022-03-16,ICC Women's World Cup,female,ODI,India,England,England,field,England,"Bay Oval, Mount Maunganui"
4773,1243921,2022,2022-03-15,ICC Women's World Cup,female,ODI,West Indies,Australia,West Indies,bat,Australia,"Basin Reserve, Wellington"
4779,1243920,2022,2022-03-14,ICC Women's World Cup,female,ODI,Bangladesh,Pakistan,Pakistan,field,Bangladesh,"Seddon Park, Hamilton"
4780,1243919,2022,2022-03-14,ICC Women's World Cup,female,ODI,England,South Africa,South Africa,field,South Africa,"Bay Oval, Mount Maunganui"
4781,1243918,2022,2022-03-13,ICC Women's World Cup,female,ODI,Australia,New Zealand,New Zealand,field,Australia,"Basin Reserve, Wellington"
4784,1243917,2022,2022-03-12,ICC Women's World Cup,female,ODI,India,West Indies,India,bat,India,"Seddon Park, Hamilton"
4786,1243916,2022,2022-03-11,ICC Women's World Cup,female,ODI,South Africa,Pakistan,Pakistan,field,South Africa,"Bay Oval, Mount Maunganui"
4787,1243915,2022,2022-03-10,ICC Women's World Cup,female,ODI,New Zealand,India,India,field,New Zealand,"Seddon Park, Hamilton"
4789,1243914,2022,2022-03-09,ICC Women's World Cup,female,ODI,West Indies,England,West Indies,bat,West Indies,"University Oval, Dunedin"
4792,1243913,2022,2022-03-08,ICC Women's World Cup,female,ODI,Pakistan,Australia,Australia,field,Australia,"Bay Oval, Mount Maunganui"
4793,1243912,2022,2022-03-07,ICC Women's World Cup,female,ODI,Bangladesh,New Zealand,New Zealand,field,New Zealand,"University Oval, Dunedin"
4796,1243911,2022,2022-03-06,ICC Women's World Cup,female,ODI,India,Pakistan,India,bat,India,"Bay Oval, Mount Maunganui"
4799,1243909,2022,2022-03-05,ICC Women's World Cup,female,ODI,South Africa,Bangladesh,Bangladesh,field,South Africa,"University Oval, Dunedin"
4800,1243910,2022,2022-03-05,ICC Women's World Cup,female,ODI,Australia,England,England,field,Australia,"Seddon Park, Hamilton"
4803,1243908,2022,2022-03-04,ICC Women's World Cup,female,ODI,West Indies,New Zealand,New Zealand,field,West Indies,"Bay Oval, Mount Maunganui"
4815,1289036,2022,2022-02-24,India Women tour of New Zealand,female,ODI,New Zealand,India,New Zealand,bat,India,"John Davies Oval, Queenstown"
4826,1289035,2022,2022-02-22,India Women tour of New Zealand,female,ODI,New Zealand,India,India,field,New Zealand,"John Davies Oval, Queenstown"
4856,1289034,2022,2022-02-18,India Women tour of New Zealand,female,ODI,India,New Zealand,New Zealand,field,New Zealand,"John Davies Oval, Queenstown"
4874,1289033,2022,2022-02-15,India Women tour of New Zealand,female,ODI,India,New Zealand,India,bat,New Zealand,"John Davies Oval, Queenstown"
4894,1289032,2022,2022-02-12,India Women tour of New Zealand,female,ODI,New Zealand,India,India,field,New Zealand,"John Davies Oval, Queenstown"
4913,1289031,2022,2022-02-09,India Women tour of New Zealand,female,T20,New Zealand,India,India,field,New Zealand,"John Davies Oval, Queenstown"
4919,1263577,2022,2022-02-08,Women's Ashes,female,ODI,England,Australia,England,bat,Australia,"Junction Oval, Melbourne"
4929,1277095,2022,2022-02-06,West Indies Women tour of South Africa,female,ODI,West Indies,South Africa,West Indies,bat,South Africa,"The Wanderers Stadium, Johannesburg"
4931,1263576,2022,2022-02-06,Women's Ashes,female,ODI,England,Australia,Australia,field,Australia,"Junction Oval, Melbourne"
4939,1263575,2022,2022-02-03,Women's Ashes,female,ODI,Australia,England,England,field,Australia,"Manuka Oval, Canberra"
4941,1277094,2022,2022-02-03,West Indies Women tour of South Africa,female,ODI,South Africa,West Indies,South Africa,bat,South Africa,"The Wanderers Stadium, Johannesburg"
4947,1277093,2022,2022-01-31,West Indies Women tour of South Africa,female,ODI,South Africa,West Indies,West Indies,field,West Indies,"The Wanderers Stadium, Johannesburg"
4950,1263571,2022,2022-01-30,Women's Ashes,female,Test,Australia,England,England,field,draw,"Manuka Oval, Canberra"
4958,1290661,2022,2022-01-29,Women's Super Smash,female,T20,Wellington,Otago,Wellington,bat,Wellington,"Seddon Park, Hamilton"
4961,1277092,2022,2022-01-28,West Indies Women tour of South Africa,female,ODI,West Indies,South Africa,South Africa,field,no result,"The Wanderers Stadium, Johannesburg"
4967,1290660,2022,2022-01-27,Women's Super Smash,female,T20,Otago,Auckland,Otago,bat,Otago,"University Oval, Dunedin"
4974,1296036,2022,2022-01-24,Commonwealth Games Women's Cricket Competition Qualifiers,female,T20,Sri Lanka,Bangladesh,Sri Lanka,bat,Sri Lanka,"Kinrara Academy Oval, Kuala Lumpur"
4975,1290659,2022,2022-01-24,Women's Super Smash,female,T20,Wellington,Northern Districts,Northern Districts,field,Wellington,"Basin Reserve, Wellington"
4979,1290658,2022,2022-01-23,Women's Super Smash,female,T20,Canterbury,Otago,Canterbury,bat,Otago,"University Oval, Dunedin"
4982,1296035,2022,2022-01-23,Kenya Women tour of Malaysia,female,T20,Kenya,Malaysia,Kenya,bat,Malaysia,"Kinrara Academy Oval, Kuala Lumpur"
4986,1296034,2022,2022-01-23,Bangladesh Women tour of Malaysia,female,T20,Scotland,Bangladesh,Scotland,bat,Bangladesh,"Kinrara Academy Oval, Kuala Lumpur"
4990,1296032,2022,2022-01-22,Scotland Women tour of Malaysia,female,T20,Scotland,Kenya,Kenya,field,Scotland,"Kinrara Academy Oval, Kuala Lumpur"
4991,1290657,2022,2022-01-22,Women's Super Smash,female,T20,Central Districts,Auckland,Central Districts,bat,Auckland,"Eden Park, Auckland"
4992,1296033,2022,2022-01-22,Sri Lanka Women tour of Malaysia,female,T20,Sri Lanka,Malaysia,Malaysia,field,Sri Lanka,"Kinrara Academy Oval, Kuala Lumpur"
4995,1263573,2022,2022-01-22,Women's Ashes,female,T20,England,Australia,Australia,field,no result,"Adelaide Oval, Adelaide"
5001,1290656,2022,2022-01-21,Women's Super Smash,female,T20,Canterbury,Northern Districts,Northern Districts,field,Canterbury,"Hagley Oval, Christchurch"
5004,1290637,2022,2022-01-20,Women's Super Smash,female,T20,Auckland,Wellington,Wellington,field,Wellington,"Eden Park Outer Oval, Auckland"
5005,1263572,2022,2022-01-20,Women's Ashes,female,T20,England,Australia,Australia,field,Australia,"Adelaide Oval, Adelaide"
5007,1296031,2022,2022-01-20,Kenya Women tour of Malaysia,female,T20,Kenya,Sri Lanka,Sri Lanka,field,Sri Lanka,"Kinrara Academy Oval, Kuala Lumpur"
5011,1296029,2022,2022-01-19,Bangladesh Women tour of Malaysia,female,T20,Bangladesh,Kenya,Kenya,field,Bangladesh,"Kinrara Academy Oval, Kuala Lumpur"
5013,1296030,2022,2022-01-19,Scotland Women tour of Malaysia,female,T20,Scotland,Malaysia,Scotland,bat,Scotland,"Kinrara Academy Oval, Kuala Lumpur"
5015,1296027,2022,2022-01-18,Commonwealth Games Women's Cricket Competition Qualifiers,female,T20,Malaysia,Bangladesh,Bangladesh,field,Bangladesh,"Kinrara Academy Oval, Kuala Lumpur"
5018,1290634,2022,2022-01-18,Women's Super Smash,female,T20,Auckland,Canterbury,Canterbury,field,Auckland,"Hagley Oval, Christchurch"
5019,1296028,2022,2022-01-18,Commonwealth Games Women's Cricket Competition Qualifiers,female,T20,Sri Lanka,Scotland,Sri Lanka,bat,Sri Lanka,"Kinrara Academy Oval, Kuala Lumpur"
5025,1290655,2022,2022-01-16,Women's Super Smash,female,T20,Northern Districts,Wellington,Northern Districts,bat,Wellington,"Cobham Oval (New), Whangarei"
5029,1290654,2022,2022-01-15,Women's Super Smash,female,T20,Auckland,Otago,Auckland,bat,Otago,"Eden Park, Auckland"
5033,1290653,2022,2022-01-14,Women's Super Smash,female,T20,Northern Districts,Central Districts,Northern Districts,bat,Central Districts,"Bay Oval, Mount Maunganui"
5049,1290652,2022,2022-01-08,Women's Super Smash,female,T20,Central Districts,Wellington,Central Districts,bat,Wellington,"Pukekura Park, New Plymouth"
5052,1290651,2022,2022-01-07,Women's Super Smash,female,T20,Auckland,Canterbury,Auckland,bat,Auckland,"Eden Park, Auckland"
5055,1290650,2022,2022-01-06,Women's Super Smash,female,T20,Wellington,Otago,Wellington,bat,Wellington,"Basin Reserve, Wellington"
5067,1290649,2021,2021-12-31,Women's Super Smash,female,T20,Central Districts,Canterbury,Canterbury,field,Canterbury,"Pukekura Park, New Plymouth"
5071,1290648,2021,2021-12-30,Women's Super Smash,female,T20,Northern Districts,Central Districts,Northern Districts,bat,Northern Districts,"Pukekura Park, New Plymouth"
5075,1290647,2021,2021-12-29,Women's Super Smash,female,T20,Otago,Auckland,Otago,bat,Otago,"John Davies Oval, Queenstown"
5077,1290646,2021,2021-12-28,Women's Super Smash,female,T20,Wellington,Otago,Wellington,bat,Wellington,"John Davies Oval, Queenstown"
5081,1290645,2021,2021-12-27,Women's Super Smash,female,T20,Central Districts,Auckland,Central Districts,bat,Central Districts,"Fitzherbert Park, Palmerston North"
5084,1290644,2021,2021-12-26,Women's Super Smash,female,T20,Otago,Canterbury,Otago,bat,Otago,"Hagley Oval, Christchurch"
5088,1290643,2021,2021-12-24,Women's Super Smash,female,T20,Wellington,Auckland,Wellington,bat,Wellington,"Basin Reserve, Wellington"
5091,1290642,2021,2021-12-23,Women's Super Smash,female,T20,Canterbury,Northern Districts,Canterbury,bat,Canterbury,"Bay Oval, Mount Maunganui"
5101,1290631,2021,2021-12-20,Women's Super Smash,female,T20,Northern Districts,Auckland,Northern Districts,bat,Auckland,"Eden Park Outer Oval, Auckland"
5104,1290641,2021,2021-12-19,Women's Super Smash,female,T20,Wellington,Canterbury,Wellington,bat,Wellington,"Basin Reserve, Wellington"
5109,1290640,2021,2021-12-18,Women's Super Smash,female,T20,Central Districts,Otago,Central Districts,bat,Otago,"McLean Park, Napier"
5114,1290639,2021,2021-12-17,Women's Super Smash,female,T20,Auckland,Northern Districts,Auckland,bat,Auckland,"Seddon Park, Hamilton"
5126,1290638,2021,2021-12-12,Women's Super Smash,female,T20,Northern Districts,Otago,Otago,field,Otago,"University Oval, Dunedin"
5136,1290636,2021,2021-12-10,New Zealand Cricket Women's Twenty20,female,T20,Central Districts,Canterbury,Central Districts,bat,Canterbury,"Hagley Oval, Christchurch"
5155,1290635,2021,2021-12-05,New Zealand Cricket Women's Twenty20,female,T20,Wellington,Central Districts,Wellington,bat,Wellington,"Basin Reserve, Wellington"
5158,1290633,2021,2021-12-03,New Zealand Cricket Women's Twenty20,female,T20,Otago,Northern Districts,Northern Districts,field,Otago,"Seddon Park, Hamilton"
5163,1286982,2021,2021-11-28,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Hong Kong,Kuwait,Hong Kong,bat,Hong Kong,"ICC Global Cricket Academy, Dubai"
5164,1286980,2021,2021-11-28,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,United Arab Emirates,Nepal,Nepal,field,United Arab Emirates,"ICC Academy Ground No 2, Dubai"
5165,1286981,2021,2021-11-28,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Malaysia,Bhutan,Malaysia,bat,Malaysia,"ICC Global Cricket Academy, Dubai"
5166,1290632,2021,2021-11-28,New Zealand Cricket Women's Twenty20,female,T20,Otago,Central Districts,Central Districts,field,Otago,"University Oval, Dunedin"
5168,1286916,2021,2021-11-27,ICC Women's Cricket World Cup Qualifier,female,ODM,United States of America,Thailand,United States of America,bat,Thailand,"Old Hararians Sports Club, Harare"
5169,1286915,2021,2021-11-27,ICC Women's Cricket World Cup Qualifier,female,ODI,Pakistan,Zimbabwe,Zimbabwe,field,Pakistan,"Sunrise Sports Club, Harare"
5170,1269113,2021,2021-11-27,Women's Big Bash League,female,T20,Perth Scorchers,Adelaide Strikers,Adelaide Strikers,field,Perth Scorchers,"Perth Stadium, Perth"
5173,1286978,2021,2021-11-26,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Hong Kong,Bhutan,Bhutan,field,Hong Kong,"ICC Global Cricket Academy, Dubai"
5175,1286979,2021,2021-11-26,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Kuwait,United Arab Emirates,United Arab Emirates,field,United Arab Emirates,"ICC Academy Ground No 2, Dubai"
5176,1290630,2021,2021-11-26,New Zealand Cricket Women's Twenty20,female,T20,Wellington,Canterbury,Canterbury,field,Wellington,"Hagley Oval, Christchurch"
5178,1286974,2021,2021-11-25,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Malaysia,Hong Kong,Hong Kong,field,Hong Kong,"ICC Academy Ground No 2, Dubai"
5179,1286976,2021,2021-11-25,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,United Arab Emirates,Bhutan,Bhutan,field,United Arab Emirates,"ICC Academy Ground No 2, Dubai"
5181,1286975,2021,2021-11-25,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Kuwait,Nepal,Kuwait,bat,Nepal,"ICC Global Cricket Academy, Dubai"
5183,1286910,2021,2021-11-25,ICC Women's Cricket World Cup Qualifier,female,ODM,Bangladesh,Thailand,Thailand,field,Thailand,"Harare Sports Club, Harare"
5184,1286904,2021,2021-11-25,ICC Women's Cricket World Cup Qualifier,female,ODM,Ireland,Netherlands,Netherlands,field,Ireland,"Sunrise Sports Club, Harare"
5185,1269112,2021,2021-11-25,Women's Big Bash League,female,T20,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers,"Adelaide Oval, Adelaide"
5186,1286912,2021,2021-11-25,ICC Women's Cricket World Cup Qualifier,female,ODM,United States of America,Zimbabwe,Zimbabwe,field,Zimbabwe,"Takashinga Sports Club, Highfield, Harare"
5187,1269111,2021,2021-11-24,Women's Big Bash League,female,T20,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers,"Adelaide Oval, Adelaide"
5188,1286973,2021,2021-11-23,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Bhutan,Nepal,Bhutan,bat,Nepal,"ICC Academy Ground No 2, Dubai"
5189,1286972,2021,2021-11-23,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Malaysia,Kuwait,Malaysia,bat,Malaysia,"ICC Global Cricket Academy, Dubai"
5190,1286971,2021,2021-11-23,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,United Arab Emirates,Hong Kong,Hong Kong,field,United Arab Emirates,"ICC Global Cricket Academy, Dubai"
5191,1286908,2021,2021-11-23,ICC Women's Cricket World Cup Qualifier,female,ODM,Bangladesh,United States of America,United States of America,field,Bangladesh,"Sunrise Sports Club, Harare"
5192,1286907,2021,2021-11-23,ICC Women's Cricket World Cup Qualifier,female,ODM,Pakistan,Thailand,Pakistan,bat,Pakistan,"Takashinga Sports Club, Highfield, Harare"
5193,1286906,2021,2021-11-23,ICC Women's Cricket World Cup Qualifier,female,ODM,Sri Lanka,Netherlands,Netherlands,field,Sri Lanka,"Harare Sports Club, Harare"
5196,1286970,2021,2021-11-22,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,Bhutan,Kuwait,Kuwait,field,Bhutan,"ICC Global Cricket Academy, Dubai"
5198,1286968,2021,2021-11-22,ICC Women's T20 World Cup Asia Region Qualifier,female,T20,United Arab Emirates,Malaysia,Malaysia,field,United Arab Emirates,"ICC Global Cricket Academy, Dubai"
5200,1269109,2021,2021-11-21,Women's Big Bash League,female,T20,Sydney Sixers,Perth Scorchers,Sydney Sixers,bat,Perth Scorchers,"Adelaide Oval, Adelaide"
5201,1269110,2021,2021-11-21,Women's Big Bash League,female,T20,Adelaide Strikers,Melbourne Stars,Adelaide Strikers,bat,Melbourne Stars,"Adelaide Oval, Adelaide"
5202,1286901,2021,2021-11-21,ICC Women's Cricket World Cup Qualifier,female,ODI,Pakistan,Bangladesh,Bangladesh,field,Bangladesh,"Old Hararians Sports Club, Harare"
5203,1286902,2021,2021-11-21,ICC Women's Cricket World Cup Qualifier,female,ODM,Thailand,Zimbabwe,Thailand,bat,Thailand,"Harare Sports Club, Harare"
5208,1269106,2021,2021-11-20,Women's Big Bash League,female,T20,Sydney Sixers,Adelaide Strikers,Sydney Sixers,bat,Adelaide Strikers,"Adelaide Oval, Adelaide"
5211,1269107,2021,2021-11-20,Women's Big Bash League,female,T20,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,bat,Hobart Hurricanes,"Ray Mitchell Oval, Harrup Park, Mackay"
5213,1269108,2021,2021-11-20,Women's Big Bash League,female,T20,Brisbane Heat,Melbourne Renegades,Brisbane Heat,bat,Brisbane Heat,"Ray Mitchell Oval, Harrup Park, Mackay"
5214,1269105,2021,2021-11-20,Women's Big Bash League,female,T20,Melbourne Stars,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,"Adelaide Oval, Adelaide"
5216,1269104,2021,2021-11-19,Women's Big Bash League,female,T20,Sydney Thunder,Brisbane Heat,Sydney Thunder,bat,Sydney Thunder,"Ray Mitchell Oval, Harrup Park, Mackay"
5218,1269103,2021,2021-11-19,Women's Big Bash League,female,T20,Hobart Hurricanes,Melbourne Renegades,Melbourne Renegades,field,Hobart Hurricanes,"Ray Mitchell Oval, Harrup Park, Mackay"
5228,1289286,2021,2021-11-18,Nepal Women tour of Qatar,female,T20,Nepal,Qatar,Nepal,bat,Nepal,"West End Park International Cricket Stadium, Doha"
5229,1269101,2021,2021-11-17,Women's Big Bash League,female,T20,Perth Scorchers,Adelaide Strikers,Perth Scorchers,bat,Perth Scorchers,"Karen Rolton Oval, Adelaide"
5232,1289285,2021,2021-11-17,Nepal Women tour of Qatar,female,T20,Nepal,Qatar,Nepal,bat,Nepal,"West End Park International Cricket Stadium, Doha"
5233,1269102,2021,2021-11-17,Women's Big Bash League,female,T20,Melbourne Renegades,Sydney Thunder,Sydney Thunder,field,Melbourne Renegades,"Ray Mitchell Oval, Harrup Park, Mackay"
5239,1289284,2021,2021-11-16,Nepal Women tour of Qatar,female,T20,Nepal,Qatar,Qatar,field,Nepal,"West End Park International Cricket Stadium, Doha"
5242,1288322,2021,2021-11-15,Bangladesh Women in Zimbabwe ODI Series,female,ODI,Zimbabwe,Bangladesh,Zimbabwe,bat,Bangladesh,"Queens Sports Club, Bulawayo"
5243,1269100,2021,2021-11-14,Women's Big Bash League,female,T20,Sydney Sixers,Sydney Thunder,Sydney Sixers,bat,Sydney Thunder,"Ray Mitchell Oval, Harrup Park, Mackay"
5245,1269099,2021,2021-11-14,Women's Big Bash League,female,T20,Brisbane Heat,Adelaide Strikers,Brisbane Heat,bat,Adelaide Strikers,"Ray Mitchell Oval, Harrup Park, Mackay"
5246,1288211,2021,2021-11-14,West Indies Women tour of Pakistan,female,ODI,Pakistan,West Indies,West Indies,field,West Indies,"National Stadium, Karachi"
5249,1269098,2021,2021-11-13,Women's Big Bash League,female,T20,Sydney Sixers,Brisbane Heat,Brisbane Heat,field,Brisbane Heat,"Ray Mitchell Oval, Harrup Park, Mackay"
5250,1269096,2021,2021-11-13,Women's Big Bash League,female,T20,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,field,Adelaide Strikers,"Ray Mitchell Oval, Harrup Park, Mackay"
5256,1269095,2021,2021-11-11,Women's Big Bash League,female,T20,Perth Scorchers,Sydney Thunder,Perth Scorchers,bat,no result,"Karen Rolton Oval, Adelaide"
5259,1288210,2021,2021-11-11,West Indies Women tour of Pakistan,female,ODI,West Indies,Pakistan,Pakistan,field,West Indies,"National Stadium, Karachi"
5261,1269094,2021,2021-11-10,Women's Big Bash League,female,T20,Sydney Sixers,Adelaide Strikers,Sydney Sixers,bat,Adelaide Strikers,"Karen Rolton Oval, Adelaide"
5264,1269093,2021,2021-11-10,Women's Big Bash League,female,T20,Melbourne Stars,Perth Scorchers,Melbourne Stars,bat,Perth Scorchers,"Karen Rolton Oval, Adelaide"
5284,1269092,2021,2021-11-09,Women's Big Bash League,female,T20,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,bat,Adelaide Strikers,"Karen Rolton Oval, Adelaide"
5286,1269091,2021,2021-11-09,Women's Big Bash League,female,T20,Sydney Sixers,Brisbane Heat,Sydney Sixers,bat,Brisbane Heat,"Karen Rolton Oval, Adelaide"
5290,1288209,2021,2021-11-08,West Indies Women tour of Pakistan,female,ODI,West Indies,Pakistan,Pakistan,field,West Indies,"National Stadium, Karachi"
5309,1269088,2021,2021-11-07,Women's Big Bash League,female,T20,Sydney Thunder,Brisbane Heat,Sydney Thunder,bat,Brisbane Heat,"Adelaide Oval, Adelaide"
5310,1269089,2021,2021-11-07,Women's Big Bash League,female,T20,Melbourne Stars,Melbourne Renegades,Melbourne Stars,bat,Melbourne Renegades,"Adelaide Oval, Adelaide"
5316,1269090,2021,2021-11-07,Women's Big Bash League,female,T20,Hobart Hurricanes,Perth Scorchers,Hobart Hurricanes,bat,Perth Scorchers,"Western Australia Cricket Association Ground, Perth"
5333,1269087,2021,2021-11-06,Women's Big Bash League,female,T20,Hobart Hurricanes,Perth Scorchers,Hobart Hurricanes,bat,Hobart Hurricanes,"Western Australia Cricket Association Ground, Perth"
5334,1269086,2021,2021-11-06,Women's Big Bash League,female,T20,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,field,Melbourne Stars,"Karen Rolton Oval, Adelaide"
5335,1269085,2021,2021-11-06,Women's Big Bash League,female,T20,Melbourne Renegades,Brisbane Heat,Brisbane Heat,field,Melbourne Renegades,"Karen Rolton Oval, Adelaide"
5380,1269083,2021,2021-11-03,Women's Big Bash League,female,T20,Sydney Sixers,Hobart Hurricanes,Hobart Hurricanes,field,Sydney Sixers,"Western Australia Cricket Association Ground, Perth"
5381,1269084,2021,2021-11-03,Women's Big Bash League,female,T20,Perth Scorchers,Melbourne Renegades,Perth Scorchers,bat,Perth Scorchers,"Western Australia Cricket Association Ground, Perth"
5391,1269080,2021,2021-10-31,Women's Big Bash League,female,T20,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,bat,Melbourne Renegades,"Lilac Hill Park, Perth"
5392,1269081,2021,2021-10-31,Women's Big Bash League,female,T20,Brisbane Heat,Melbourne Stars,Brisbane Heat,bat,Melbourne Stars,"Aurora Stadium, Launceston"
5393,1269079,2021,2021-10-31,Women's Big Bash League,female,T20,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,bat,Sydney Thunder,"Aurora Stadium, Launceston"
5394,1269082,2021,2021-10-31,Women's Big Bash League,female,T20,Sydney Sixers,Perth Scorchers,Sydney Sixers,bat,Sydney Sixers,"Lilac Hill Park, Perth"
5397,1269078,2021,2021-10-30,Women's Big Bash League,female,T20,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,field,Brisbane Heat,"Aurora Stadium, Launceston"
5399,1269077,2021,2021-10-30,Women's Big Bash League,female,T20,Perth Scorchers,Adelaide Strikers,Perth Scorchers,bat,Perth Scorchers,"Lilac Hill Park, Perth"
5400,1269076,2021,2021-10-30,Women's Big Bash League,female,T20,Sydney Thunder,Melbourne Stars,Sydney Thunder,bat,Sydney Thunder,"Aurora Stadium, Launceston"
5401,1269075,2021,2021-10-30,Women's Big Bash League,female,T20,Melbourne Renegades,Sydney Sixers,Sydney Sixers,field,Melbourne Renegades,"Lilac Hill Park, Perth"
5412,1269074,2021,2021-10-27,Women's Big Bash League,female,T20,Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes,"University Oval, Hobart"
5413,1269073,2021,2021-10-27,Women's Big Bash League,female,T20,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,bat,Melbourne Renegades,"University Oval, Hobart"
5417,1269071,2021,2021-10-26,Women's Big Bash League,female,T20,Melbourne Stars,Sydney Thunder,Melbourne Stars,bat,Melbourne Stars,"Aurora Stadium, Launceston"
5418,1269072,2021,2021-10-26,Women's Big Bash League,female,T20,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,field,Brisbane Heat,"Aurora Stadium, Launceston"
5426,1269069,2021,2021-10-24,Women's Big Bash League,female,T20,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,"Aurora Stadium, Launceston"
5427,1269068,2021,2021-10-24,Women's Big Bash League,female,T20,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,field,Brisbane Heat,"Invermay Park, Launceston"
5429,1282935,2021,2021-10-24,ICC Women's T20 World Cup Americas Region Qualifier,female,T20,Canada,United States of America,United States of America,field,Canada,"Reforma Athletic Club, Naucalpan"
5430,1269070,2021,2021-10-24,Women's Big Bash League,female,T20,Perth Scorchers,Sydney Thunder,Sydney Thunder,field,Perth Scorchers,"Aurora Stadium, Launceston"
5438,1269064,2021,2021-10-23,Women's Big Bash League,female,T20,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,field,no result,"Invermay Park, Launceston"
5454,1269062,2021,2021-10-20,Women's Big Bash League,female,T20,Melbourne Renegades,Adelaide Strikers,Melbourne Renegades,bat,Adelaide Strikers,"Bellerive Oval, Hobart"
5455,1269063,2021,2021-10-20,Women's Big Bash League,female,T20,Melbourne Stars,Sydney Sixers,Sydney Sixers,field,Melbourne Stars,"Bellerive Oval, Hobart"
5464,1269061,2021,2021-10-19,Women's Big Bash League,female,T20,Brisbane Heat,Perth Scorchers,Perth Scorchers,field,Brisbane Heat,"Bellerive Oval, Hobart"
5465,1282930,2021,2021-10-19,ICC Women's T20 World Cup Americas Region Qualifier,female,T20,Canada,United States of America,Canada,bat,United States of America,"Reforma Athletic Club, Naucalpan"
5466,1282929,2021,2021-10-19,ICC Women's T20 World Cup Americas Region Qualifier,female,T20,Argentina,Brazil,Brazil,field,Brazil,"Reforma Athletic Club, Naucalpan"
5470,1269060,2021,2021-10-19,Women's Big Bash League,female,T20,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,field,Hobart Hurricanes,"Bellerive Oval, Hobart"
