match_id,season,match_date,event_name,team1,team2,toss_winner,toss_decision,winner,ground,h2h,h2h_team1_wins,h2h_team1_wins%,h2h_venue,h2h_venue_team1_wins,h2h_venue_team1_wins%,team1_venue,team2_venue,team1_venue_wins,team2_venue_wins,team1_venue_wins%,team2_venue_wins%,team1_last_5_wins,team2_last_5_wins
1343933,2022,2022-12-09,England Women tour of West Indies,West Indies,England,England,bat,England,"Sir Vivian Richards Stadium, North Sound, Antigua",8,1,12,3,0,0,14,3,0,3,0,100,1,4
1343932,2022,2022-12-06,England Women tour of West Indies,West Indies,England,England,bat,England,"Sir Vivian Richards Stadium, North Sound, Antigua",8,1,12,3,0,0,14,3,0,3,0,100,1,4
1343931,2022,2022-12-04,England Women tour of West Indies,West Indies,England,West Indies,field,England,"Sir Vivian Richards Stadium, North Sound, Antigua",8,1,12,3,0,0,14,3,0,3,0,100,1,3
1344506,2022,2022-11-26,Netherlands Women tour of Thailand,Thailand,Netherlands,Netherlands,bat,Thailand,"Royal Chiangmai Golf Club, Chiang Mai",6,5,83,4,4,100,4,4,4,0,100,0,5,0
1344505,2022,2022-11-24,Netherlands Women tour of Thailand,Thailand,Netherlands,Netherlands,field,Thailand,"Royal Chiangmai Golf Club, Chiang Mai",6,5,83,4,4,100,4,4,4,0,100,0,5,0
1344504,2022,2022-11-22,Netherlands Women tour of Thailand,Thailand,Netherlands,Thailand,bat,Thailand,"Royal Chiangmai Golf Club, Chiang Mai",6,5,83,4,4,100,4,4,4,0,100,0,4,0
1344503,2022,2022-11-20,Netherlands Women tour of Thailand,Thailand,Netherlands,Netherlands,field,Thailand,"Royal Chiangmai Golf Club, Chiang Mai",6,5,83,4,4,100,4,4,4,0,100,0,3,0
1308235,2022,2022-11-09,Ireland Women tour of Pakistan,Pakistan,Ireland,Ireland,bat,Pakistan,"Gaddafi Stadium, Lahore",6,6,100,3,3,100,3,3,3,0,100,0,0,1
1308234,2022,2022-11-06,Ireland Women tour of Pakistan,Pakistan,Ireland,Ireland,bat,Pakistan,"Gaddafi Stadium, Lahore",6,6,100,3,3,100,3,3,3,0,100,0,1,2
1308233,2022,2022-11-04,Ireland Women tour of Pakistan,Pakistan,Ireland,Pakistan,bat,Pakistan,"Gaddafi Stadium, Lahore",6,6,100,3,3,100,3,3,3,0,100,0,2,3
1334414,2022,2022-09-25,New Zealand Women tour of West Indies,West Indies,New Zealand,New Zealand,bat,West Indies,"Sir Vivian Richards Stadium, North Sound, Antigua",9,3,33,3,1,33,14,3,1,2,7,66,1,3
1301339,2022,2022-09-24,India Women tour of England,India,England,England,field,India,"Lord'S, London",22,10,45,3,2,66,3,3,2,1,66,33,5,2
1334413,2022,2022-09-22,New Zealand Women tour of West Indies,West Indies,New Zealand,West Indies,bat,New Zealand,"Sir Vivian Richards Stadium, North Sound, Antigua",9,3,33,3,1,33,14,3,1,2,7,66,1,3
1301338,2022,2022-09-21,India Women tour of England,India,England,England,field,India,"St Lawrence Ground, Canterbury",22,10,45,1,1,100,1,3,1,0,100,0,5,2
1334412,2022,2022-09-19,New Zealand Women tour of West Indies,West Indies,New Zealand,New Zealand,field,New Zealand,"Sir Vivian Richards Stadium, North Sound, Antigua",9,3,33,3,1,33,14,3,1,2,7,66,1,4
1301337,2022,2022-09-18,India Women tour of England,India,England,India,field,India,"County Ground, Hove, Brighton",22,10,45,1,1,100,1,2,1,0,100,0,4,2
1328487,2022,2022-08-26,Ireland Women tour of Netherlands,Netherlands,Ireland,Netherlands,bat,Ireland,"Sportpark Westvliet, Voorburg, The Hague",3,0,0,1,0,0,1,1,0,1,0,100,1,3
1328486,2022,2022-08-24,Ireland Women tour of Netherlands,Netherlands,Ireland,Netherlands,field,Ireland,"Vra Cricket Ground, Amstelveen",3,0,0,2,0,0,2,2,0,2,0,100,0,3
1328485,2022,2022-08-22,Ireland Women tour of Netherlands,Netherlands,Ireland,Ireland,field,Ireland,"Vra Cricket Ground, Amstelveen",3,0,0,2,0,0,2,2,0,2,0,100,0,2
1301330,2022,2022-07-18,South Africa Women tour of England,South Africa,England,South Africa,field,England,"Grace Road, Leicester",14,2,14,1,0,0,3,7,0,1,0,14,2,3
1301329,2022,2022-07-15,South Africa Women tour of England,South Africa,England,England,bat,England,"County Ground, Bristol",14,2,14,3,0,0,3,6,0,3,0,50,2,3
1301328,2022,2022-07-11,South Africa Women tour of England,South Africa,England,South Africa,bat,England,"County Ground, Northampton",14,2,14,1,0,0,1,1,0,1,0,100,3,4
1319714,2022,2022-07-07,India Women tour of Sri Lanka,Sri Lanka,India,Sri Lanka,field,India,Pallekele International Cricket Stadium,11,2,18,3,0,0,3,3,0,3,0,100,2,2
1319713,2022,2022-07-04,India Women tour of Sri Lanka,Sri Lanka,India,India,field,India,Pallekele International Cricket Stadium,11,2,18,3,0,0,3,3,0,3,0,100,1,3
1319712,2022,2022-07-01,India Women tour of Sri Lanka,Sri Lanka,India,Sri Lanka,bat,India,Pallekele International Cricket Stadium,11,2,18,3,0,0,3,3,0,3,0,100,1,4
1316647,2022,2022-06-17,South Africa Women tour of Ireland,South Africa,Ireland,South Africa,bat,South Africa,"Castle Avenue, Dublin",8,7,88,3,3,100,3,3,3,0,100,0,3,2
1316646,2022,2022-06-14,South Africa Women tour of Ireland,South Africa,Ireland,South Africa,field,South Africa,"Castle Avenue, Dublin",8,7,88,3,3,100,3,3,3,0,100,0,4,2
1316645,2022,2022-06-11,South Africa Women tour of Ireland,South Africa,Ireland,Ireland,bat,South Africa,"Castle Avenue, Dublin",8,7,88,3,3,100,3,3,3,0,100,0,3,3
1310986,2022,2022-06-05,Sri Lanka Women tour of Pakistan,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,"Southend Club Cricket Stadium, Karachi",9,3,33,3,1,33,3,3,1,2,33,66,1,2
1310985,2022,2022-06-03,Sri Lanka Women tour of Pakistan,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,"Southend Club Cricket Stadium, Karachi",9,3,33,3,1,33,3,3,1,2,33,66,1,2
1310984,2022,2022-06-01,Sri Lanka Women tour of Pakistan,Sri Lanka,Pakistan,Sri Lanka,bat,Pakistan,"Southend Club Cricket Stadium, Karachi",9,3,33,3,1,33,3,3,1,2,33,66,0,2
1243938,2022,2022-04-03,ICC Women's World Cup,England,Australia,England,field,Australia,"Hagley Oval, Christchurch",25,8,32,1,0,0,1,1,0,1,0,100,4,5
1243937,2022,2022-03-31,ICC Women's World Cup,South Africa,England,South Africa,field,England,"Hagley Oval, Christchurch",14,2,14,1,0,0,2,3,0,1,0,33,3,4
1243936,2022,2022-03-30,ICC Women's World Cup,West Indies,Australia,West Indies,field,Australia,"Basin Reserve, Wellington",12,0,0,2,0,0,2,5,0,2,0,40,2,5
1243935,2022,2022-03-27,ICC Women's World Cup,South Africa,India,India,bat,South Africa,"Hagley Oval, Christchurch",18,8,44,1,1,100,2,1,1,0,50,0,3,4
1243934,2022,2022-03-27,ICC Women's World Cup,England,Bangladesh,England,bat,England,"Basin Reserve, Wellington",1,1,100,1,1,100,1,2,1,0,100,0,4,0
1243933,2022,2022-03-26,ICC Women's World Cup,Pakistan,New Zealand,Pakistan,field,New Zealand,"Hagley Oval, Christchurch",11,2,18,3,1,33,4,4,1,2,25,50,3,3
1243932,2022,2022-03-25,ICC Women's World Cup,Bangladesh,Australia,Australia,field,Australia,"Basin Reserve, Wellington",4,0,0,1,0,0,1,5,0,1,0,20,3,5
1243931,2022,2022-03-24,ICC Women's World Cup,Pakistan,England,England,field,England,"Hagley Oval, Christchurch",11,0,0,1,0,0,4,3,0,1,0,33,3,4
1243929,2022,2022-03-22,ICC Women's World Cup,India,Bangladesh,India,bat,India,"Seddon Park, Hamilton",4,3,75,1,1,100,1,2,1,0,100,0,4,0
1243928,2022,2022-03-22,ICC Women's World Cup,South Africa,Australia,Australia,field,Australia,"Basin Reserve, Wellington",8,1,12,1,0,0,1,5,0,1,0,20,4,5
1243927,2022,2022-03-21,ICC Women's World Cup,West Indies,Pakistan,Pakistan,field,Pakistan,"Seddon Park, Hamilton",15,11,73,1,0,0,2,1,0,1,0,100,3,2
1243926,2022,2022-03-20,ICC Women's World Cup,New Zealand,England,England,field,England,"Eden Park, Auckland",18,4,22,1,0,0,1,1,0,1,0,100,2,4
1243925,2022,2022-03-19,ICC Women's World Cup,India,Australia,Australia,field,Australia,"Eden Park, Auckland",12,3,25,1,0,0,1,1,0,1,0,100,3,5
1243924,2022,2022-03-18,ICC Women's World Cup,West Indies,Bangladesh,Bangladesh,field,West Indies,"Bay Oval, Mount Maunganui",1,1,100,1,1,100,2,1,1,0,50,0,2,1
1243923,2022,2022-03-17,ICC Women's World Cup,South Africa,New Zealand,New Zealand,bat,South Africa,"Seddon Park, Hamilton",12,8,67,2,2,100,2,2,2,0,100,0,4,3
1243922,2022,2022-03-16,ICC Women's World Cup,India,England,England,field,England,"Bay Oval, Mount Maunganui",22,10,45,1,0,0,1,2,0,1,0,50,2,5
1243921,2022,2022-03-15,ICC Women's World Cup,West Indies,Australia,West Indies,bat,Australia,"Basin Reserve, Wellington",12,0,0,2,0,0,2,5,0,2,0,40,2,5
1243920,2022,2022-03-14,ICC Women's World Cup,Pakistan,Bangladesh,Pakistan,field,Bangladesh,"Seddon Park, Hamilton",7,3,43,1,0,0,1,2,0,1,0,50,4,1
1243919,2022,2022-03-14,ICC Women's World Cup,South Africa,England,South Africa,field,South Africa,"Bay Oval, Mount Maunganui",14,2,14,1,1,100,2,2,1,0,50,0,5,4
1243918,2022,2022-03-13,ICC Women's World Cup,New Zealand,Australia,New Zealand,field,Australia,"Basin Reserve, Wellington",20,3,15,1,0,0,3,5,0,1,0,20,2,5
1243917,2022,2022-03-12,ICC Women's World Cup,West Indies,India,India,bat,India,"Seddon Park, Hamilton",6,1,17,1,0,0,2,3,0,1,0,33,3,5
1243916,2022,2022-03-11,ICC Women's World Cup,South Africa,Pakistan,Pakistan,field,South Africa,"Bay Oval, Mount Maunganui",14,12,86,1,1,100,2,1,1,0,50,0,5,1
1243915,2022,2022-03-10,ICC Women's World Cup,New Zealand,India,India,field,New Zealand,"Seddon Park, Hamilton",12,6,50,2,2,100,4,3,2,0,50,0,1,5
1243914,2022,2022-03-09,ICC Women's World Cup,West Indies,England,West Indies,bat,West Indies,"University Oval, Dunedin",8,1,12,1,1,100,1,3,1,0,100,0,3,3
